date,time,flavor
2021-01-01,11:17:00,Cappuccino
2021-01-01,11:17:00,Latte
2021-01-01,11:18:00,Latte
2021-01-01,11:21:00,Latte
2021-01-01,11:21:00,Cappuccino
2021-01-01,11:22:00,Cappuccino
2021-01-01,11:23:00,Cappuccino
2021-01-01,11:23:00,Cappuccino
2021-01-01,11:24:00,Cappuccino
2021-01-01,11:24:00,Latte
2021-01-01,11:25:00,Espresso
2021-01-01,11:27:00,Latte
2021-01-01,11:27:00,Cappuccino
2021-01-01,11:27:00,Cappuccino
2021-01-01,11:30:00,Latte
2021-01-01,11:32:00,Latte
2021-01-01,11:32:00,Espresso
2021-01-01,11:33:00,Latte
2021-01-01,11:33:00,Espresso
2021-01-01,11:34:00,Espresso
2021-01-01,11:36:00,Latte
2021-01-01,11:36:00,Latte
2021-01-01,11:37:00,Latte
2021-01-01,11:38:00,Cappuccino
2021-01-01,11:39:00,Latte
2021-01-01,11:39:00,Latte
2021-01-01,11:39:00,Latte
2021-01-01,11:43:00,Latte
2021-01-01,11:44:00,Espresso
2021-01-01,11:44:00,Latte
2021-01-01,11:45:00,Espresso
2021-01-01,11:46:00,Espresso
2021-01-01,11:47:00,Espresso
2021-01-01,11:47:00,Latte
2021-01-01,11:48:00,Latte
2021-01-01,11:49:00,Latte
2021-01-01,11:49:00,Cappuccino
2021-01-01,11:49:00,Cappuccino
2021-01-01,11:51:00,Cappuccino
2021-01-01,11:51:00,Cappuccino
2021-01-01,11:53:00,Latte
2021-01-01,11:54:00,Espresso
2021-01-01,11:55:00,Latte
2021-01-01,11:55:00,Cappuccino
2021-01-01,11:57:00,Cappuccino
2021-01-01,11:57:00,Latte
2021-01-01,11:58:00,Espresso
2021-01-01,11:58:00,Cappuccino
2021-01-01,12:00:00,Latte
2021-01-01,12:01:00,Latte
2021-01-01,12:01:00,Espresso
2021-01-01,12:05:00,Latte
2021-01-01,12:06:00,Espresso
2021-01-01,12:09:00,Cappuccino
2021-01-01,12:10:00,Cappuccino
2021-01-01,12:11:00,Cappuccino
2021-01-01,12:13:00,Latte
2021-01-01,12:14:00,Cappuccino
2021-01-01,12:14:00,Cappuccino
2021-01-01,12:14:00,Cappuccino
2021-01-01,12:14:00,Latte
2021-01-01,12:15:00,Latte
2021-01-01,12:15:00,Latte
2021-01-01,12:18:00,Espresso
2021-01-01,12:18:00,Espresso
2021-01-01,12:20:00,Cappuccino
2021-01-01,12:21:00,Espresso
2021-01-01,12:24:00,Espresso
2021-01-01,12:26:00,Latte
2021-01-01,12:26:00,Latte
2021-01-01,12:26:00,Espresso
2021-01-01,12:26:00,Latte
2021-01-01,12:28:00,Latte
2021-01-01,12:28:00,Espresso
2021-01-01,12:30:00,Espresso
2021-01-01,12:32:00,Cappuccino
2021-01-01,12:33:00,Espresso
2021-01-01,12:33:00,Cappuccino
2021-01-01,12:34:00,Espresso
2021-01-01,12:34:00,Cappuccino
2021-01-01,12:34:00,Espresso
2021-01-01,12:34:00,Latte
2021-01-01,12:37:00,Cappuccino
2021-01-01,12:37:00,Espresso
2021-01-01,12:37:00,Cappuccino
2021-01-01,12:37:00,Espresso
2021-01-01,12:40:00,Latte
2021-01-01,12:42:00,Espresso
2021-01-01,12:43:00,Cappuccino
2021-01-01,12:43:00,Cappuccino
2021-01-01,12:43:00,Espresso
2021-01-01,12:43:00,Espresso
2021-01-01,12:44:00,Cappuccino
2021-01-01,12:45:00,Latte
2021-01-01,12:47:00,Espresso
2021-01-01,12:47:00,Latte
2021-01-01,12:47:00,Cappuccino
2021-01-01,12:50:00,Espresso
2021-01-01,12:50:00,Cappuccino
2021-01-01,12:52:00,Latte
2021-01-01,12:52:00,Latte
2021-01-01,12:53:00,Latte
2021-01-01,12:53:00,Espresso
2021-01-01,12:54:00,Espresso
2021-01-01,12:55:00,Latte
2021-01-01,12:56:00,Espresso
2021-01-01,12:56:00,Latte
2021-01-01,12:56:00,Latte
2021-01-01,12:57:00,Latte
2021-01-01,12:58:00,Espresso
2021-01-01,12:58:00,Cappuccino
2021-01-01,12:59:00,Espresso
2021-01-01,12:59:00,Cappuccino
2021-01-01,13:01:00,Cappuccino
2021-01-01,13:01:00,Espresso
2021-01-01,13:02:00,Cappuccino
2021-01-01,13:04:00,Latte
2021-01-01,13:04:00,Cappuccino
2021-01-01,13:05:00,Espresso
2021-01-01,13:05:00,Cappuccino
2021-01-01,13:06:00,Latte
2021-01-01,13:08:00,Cappuccino
2021-01-01,13:08:00,Espresso
2021-01-01,13:08:00,Latte
2021-01-01,13:09:00,Latte
2021-01-01,13:10:00,Latte
2021-01-01,13:16:00,Latte
2021-01-01,13:19:00,Cappuccino
2021-01-01,13:19:00,Latte
2021-01-01,13:21:00,Cappuccino
2021-01-01,13:21:00,Cappuccino
2021-01-01,13:22:00,Espresso
2021-01-01,13:22:00,Latte
2021-01-01,13:22:00,Cappuccino
2021-01-01,13:25:00,Espresso
2021-01-01,13:25:00,Espresso
2021-01-01,13:26:00,Espresso
2021-01-01,13:27:00,Espresso
2021-01-01,13:29:00,Latte
2021-01-01,13:31:00,Cappuccino
2021-01-01,13:31:00,Espresso
2021-01-01,13:31:00,Latte
2021-01-01,13:32:00,Espresso
2021-01-01,13:32:00,Cappuccino
2021-01-01,13:34:00,Cappuccino
2021-01-01,13:35:00,Cappuccino
2021-01-01,13:37:00,Espresso
2021-01-01,13:38:00,Cappuccino
2021-01-01,13:39:00,Cappuccino
2021-01-01,13:39:00,Espresso
2021-01-01,13:39:00,Cappuccino
2021-01-01,13:39:00,Espresso
2021-01-01,13:40:00,Espresso
2021-01-01,13:40:00,Latte
2021-01-01,13:41:00,Latte
2021-01-01,13:42:00,Cappuccino
2021-01-01,13:44:00,Latte
2021-01-01,13:46:00,Cappuccino
2021-01-01,13:47:00,Latte
2021-01-01,13:50:00,Cappuccino
2021-01-01,13:51:00,Espresso
2021-01-01,13:51:00,Latte
2021-01-01,13:51:00,Cappuccino
2021-01-01,13:51:00,Espresso
2021-01-01,13:54:00,Cappuccino
2021-01-01,13:58:00,Cappuccino
2021-01-01,14:00:00,Cappuccino
2021-01-01,14:01:00,Espresso
2021-01-01,14:01:00,Cappuccino
2021-01-01,14:02:00,Cappuccino
2021-01-01,14:06:00,Cappuccino
2021-01-01,14:06:00,Cappuccino
2021-01-01,14:07:00,Cappuccino
2021-01-01,14:08:00,Cappuccino
2021-01-01,14:08:00,Latte
2021-01-01,14:08:00,Espresso
2021-01-01,14:09:00,Latte
2021-01-01,14:09:00,Cappuccino
2021-01-01,14:09:00,Espresso
2021-01-01,14:11:00,Espresso
2021-01-01,14:14:00,Cappuccino
2021-01-01,14:15:00,Latte
2021-01-01,14:17:00,Latte
2021-01-01,14:17:00,Cappuccino
2021-01-01,14:17:00,Cappuccino
2021-01-01,14:19:00,Espresso
2021-01-01,14:19:00,Cappuccino
2021-01-01,14:22:00,Espresso
2021-01-01,14:22:00,Cappuccino
2021-01-01,14:24:00,Cappuccino
2021-01-01,14:25:00,Latte
2021-01-01,14:25:00,Cappuccino
2021-01-01,14:33:00,Cappuccino
2021-01-01,14:37:00,Cappuccino
2021-01-01,14:37:00,Cappuccino
2021-01-01,14:38:00,Espresso
2021-01-01,14:40:00,Espresso
2021-01-01,14:40:00,Cappuccino
2021-01-01,14:41:00,Latte
2021-01-01,14:42:00,Cappuccino
2021-01-01,14:42:00,Espresso
2021-01-01,14:43:00,Latte
2021-01-01,14:44:00,Espresso
2021-01-01,14:44:00,Cappuccino
2021-01-01,14:44:00,Latte
2021-01-01,14:47:00,Latte
2021-01-01,14:49:00,Cappuccino
2021-01-01,14:50:00,Cappuccino
2021-01-01,14:52:00,Cappuccino
2021-01-01,14:53:00,Espresso
2021-01-01,14:53:00,Latte
2021-01-01,14:53:00,Cappuccino
2021-01-01,14:53:00,Latte
2021-01-01,14:55:00,Latte
2021-01-01,14:55:00,Cappuccino
2021-01-01,14:56:00,Latte
2021-01-01,14:58:00,Latte
2021-01-01,14:59:00,Espresso
2021-01-01,14:59:00,Latte
2021-01-01,14:59:00,Latte
2021-01-01,14:59:00,Cappuccino
2021-01-01,15:00:00,Latte
2021-01-01,15:00:00,Cappuccino
2021-01-01,15:00:00,Espresso
2021-01-01,15:02:00,Cappuccino
2021-01-01,15:02:00,Latte
2021-01-01,15:02:00,Cappuccino
2021-01-01,15:06:00,Cappuccino
2021-01-01,15:07:00,Latte
2021-01-01,15:07:00,Espresso
2021-01-01,15:07:00,Latte
2021-01-01,15:09:00,Cappuccino
2021-01-01,15:11:00,Espresso
2021-01-01,15:12:00,Cappuccino
2021-01-01,15:15:00,Cappuccino
2021-01-01,15:15:00,Espresso
2021-01-01,15:15:00,Espresso
2021-01-01,15:17:00,Espresso
2021-01-01,15:20:00,Latte
2021-01-01,15:21:00,Latte
2021-01-01,15:22:00,Cappuccino
2021-01-01,15:22:00,Espresso
2021-01-01,15:24:00,Latte
2021-01-01,15:25:00,Latte
2021-01-01,15:26:00,Cappuccino
2021-01-01,15:28:00,Cappuccino
2021-01-01,15:28:00,Latte
2021-01-01,15:29:00,Cappuccino
2021-01-01,15:31:00,Cappuccino
2021-01-01,15:31:00,Latte
2021-01-01,15:33:00,Latte
2021-01-01,15:33:00,Latte
2021-01-01,15:35:00,Espresso
2021-01-01,15:35:00,Cappuccino
2021-01-01,15:35:00,Cappuccino
2021-01-01,15:37:00,Espresso
2021-01-01,15:37:00,Espresso
2021-01-01,15:37:00,Cappuccino
2021-01-01,15:37:00,Cappuccino
2021-01-01,15:38:00,Espresso
2021-01-01,15:38:00,Cappuccino
2021-01-01,15:39:00,Espresso
2021-01-01,15:40:00,Latte
2021-01-01,15:41:00,Espresso
2021-01-01,15:42:00,Espresso
2021-01-01,15:43:00,Espresso
2021-01-01,15:43:00,Latte
2021-01-01,15:44:00,Espresso
2021-01-01,15:45:00,Latte
2021-01-01,15:47:00,Espresso
2021-01-01,15:48:00,Espresso
2021-01-01,15:48:00,Espresso
2021-01-01,15:48:00,Espresso
2021-01-01,15:48:00,Espresso
2021-01-01,15:48:00,Espresso
2021-01-01,15:49:00,Cappuccino
2021-01-01,15:50:00,Latte
2021-01-01,15:50:00,Latte
2021-01-01,15:51:00,Latte
2021-01-01,15:51:00,Espresso
2021-01-01,15:51:00,Espresso
2021-01-01,15:52:00,Latte
2021-01-01,15:53:00,Espresso
2021-01-01,15:53:00,Cappuccino
2021-01-01,15:56:00,Latte
2021-01-01,15:58:00,Espresso
2021-01-01,15:58:00,Cappuccino
2021-01-01,15:59:00,Latte
2021-01-01,16:00:00,Espresso
2021-01-01,16:01:00,Espresso
2021-01-01,16:03:00,Cappuccino
2021-01-01,16:04:00,Cappuccino
2021-01-01,16:05:00,Latte
2021-01-01,16:05:00,Espresso
2021-01-01,16:09:00,Latte
2021-01-01,16:09:00,Cappuccino
2021-01-01,16:10:00,Cappuccino
2021-01-01,16:10:00,Latte
2021-01-01,16:11:00,Espresso
2021-01-01,16:12:00,Cappuccino
2021-01-01,16:13:00,Espresso
2021-01-01,16:13:00,Latte
2021-01-01,16:13:00,Cappuccino
2021-01-01,16:14:00,Espresso
2021-01-01,16:14:00,Latte
2021-01-01,16:15:00,Espresso
2021-01-01,16:16:00,Espresso
2021-01-01,16:17:00,Cappuccino
2021-01-01,16:17:00,Espresso
2021-01-01,16:18:00,Espresso
2021-01-01,16:19:00,Latte
2021-01-01,16:20:00,Cappuccino
2021-01-01,16:21:00,Cappuccino
2021-01-01,16:24:00,Espresso
2021-01-01,16:24:00,Cappuccino
2021-01-01,16:27:00,Cappuccino
2021-01-01,16:28:00,Espresso
2021-01-01,16:30:00,Espresso
2021-01-01,16:30:00,Espresso
2021-01-01,16:30:00,Cappuccino
2021-01-01,16:31:00,Cappuccino
2021-01-01,16:32:00,Cappuccino
2021-01-01,16:33:00,Cappuccino
2021-01-01,16:33:00,Cappuccino
2021-01-01,16:34:00,Cappuccino
2021-01-01,16:34:00,Latte
2021-01-01,16:34:00,Latte
2021-01-01,16:34:00,Cappuccino
2021-01-01,16:35:00,Latte
2021-01-01,16:36:00,Cappuccino
2021-01-01,16:38:00,Latte
2021-01-01,16:38:00,Cappuccino
2021-01-01,16:41:00,Latte
2021-01-01,16:42:00,Espresso
2021-01-01,16:42:00,Espresso
2021-01-01,16:43:00,Latte
2021-01-01,16:43:00,Cappuccino
2021-01-01,16:44:00,Espresso
2021-01-01,16:45:00,Espresso
2021-01-01,16:47:00,Cappuccino
2021-01-01,16:49:00,Espresso
2021-01-01,16:50:00,Cappuccino
2021-01-01,16:50:00,Cappuccino
2021-01-01,16:51:00,Latte
2021-01-01,16:54:00,Latte
2021-01-01,16:57:00,Cappuccino
2021-01-01,16:57:00,Espresso
2021-01-01,16:57:00,Cappuccino
2021-01-01,16:58:00,Espresso
2021-01-01,17:00:00,Espresso
2021-01-01,17:00:00,Espresso
2021-01-01,17:01:00,Espresso
2021-01-01,17:01:00,Cappuccino
2021-01-01,17:03:00,Latte
2021-01-01,17:03:00,Cappuccino
2021-01-01,17:05:00,Espresso
2021-01-01,17:06:00,Espresso
2021-01-01,17:07:00,Cappuccino
2021-01-01,17:08:00,Latte
2021-01-01,17:10:00,Latte
2021-01-01,17:10:00,Latte
2021-01-01,17:10:00,Espresso
2021-01-01,17:10:00,Espresso
2021-01-01,17:11:00,Cappuccino
2021-01-01,17:15:00,Espresso
2021-01-01,17:16:00,Espresso
2021-01-01,17:16:00,Espresso
2021-01-01,17:16:00,Latte
2021-01-01,17:18:00,Espresso
2021-01-01,17:19:00,Latte
2021-01-01,17:19:00,Cappuccino
2021-01-01,17:21:00,Cappuccino
2021-01-01,17:22:00,Latte
2021-01-01,17:23:00,Latte
2021-01-01,17:25:00,Latte
2021-01-01,17:26:00,Cappuccino
2021-01-01,17:27:00,Espresso
2021-01-01,17:27:00,Cappuccino
2021-01-01,17:29:00,Latte
2021-01-01,17:29:00,Cappuccino
2021-01-01,17:30:00,Latte
2021-01-01,17:30:00,Latte
2021-01-01,17:32:00,Latte
2021-01-01,17:32:00,Espresso
2021-01-01,17:33:00,Cappuccino
2021-01-01,17:39:00,Cappuccino
2021-01-01,17:40:00,Cappuccino
2021-01-01,17:40:00,Espresso
2021-01-01,17:40:00,Cappuccino
2021-01-01,17:40:00,Latte
2021-01-01,17:43:00,Latte
2021-01-01,17:43:00,Latte
2021-01-01,17:46:00,Cappuccino
2021-01-01,17:46:00,Cappuccino
2021-01-01,17:47:00,Espresso
2021-01-01,17:48:00,Cappuccino
2021-01-01,17:49:00,Latte
2021-01-01,17:50:00,Cappuccino
2021-01-01,17:50:00,Cappuccino
2021-01-01,17:51:00,Espresso
2021-01-01,17:51:00,Latte
2021-01-01,17:51:00,Espresso
2021-01-01,17:54:00,Latte
2021-01-01,17:54:00,Latte
2021-01-01,17:54:00,Espresso
2021-01-01,17:55:00,Cappuccino
2021-01-01,17:57:00,Espresso
2021-01-01,18:00:00,Latte
2021-01-01,18:00:00,Espresso
2021-01-01,18:00:00,Espresso
2021-01-01,18:01:00,Cappuccino
2021-01-01,18:02:00,Espresso
2021-01-01,18:03:00,Latte
2021-01-01,18:04:00,Latte
2021-01-01,18:05:00,Espresso
2021-01-01,18:09:00,Latte
2021-01-01,18:11:00,Espresso
2021-01-01,18:12:00,Cappuccino
2021-01-01,18:12:00,Espresso
2021-01-01,18:13:00,Latte
2021-01-01,18:15:00,Latte
2021-01-01,18:15:00,Cappuccino
2021-01-01,18:16:00,Latte
2021-01-01,18:20:00,Latte
2021-01-01,18:21:00,Latte
2021-01-01,18:22:00,Cappuccino
2021-01-01,18:23:00,Cappuccino
2021-01-01,18:24:00,Latte
2021-01-01,18:25:00,Espresso
2021-01-01,18:26:00,Cappuccino
2021-01-01,18:26:00,Latte
2021-01-01,18:29:00,Latte
2021-01-01,18:29:00,Espresso
2021-01-01,18:31:00,Espresso
2021-01-01,18:31:00,Cappuccino
2021-01-01,18:31:00,Cappuccino
2021-01-01,18:32:00,Cappuccino
2021-01-01,18:32:00,Latte
2021-01-01,18:32:00,Cappuccino
2021-01-01,18:33:00,Latte
2021-01-01,18:35:00,Cappuccino
2021-01-01,18:35:00,Cappuccino
2021-01-01,18:36:00,Latte
2021-01-01,18:36:00,Cappuccino
2021-01-01,18:37:00,Espresso
2021-01-01,18:37:00,Latte
2021-01-01,18:38:00,Espresso
2021-01-01,18:41:00,Cappuccino
2021-01-01,18:42:00,Latte
2021-01-01,18:43:00,Espresso
2021-01-01,18:44:00,Espresso
2021-01-01,18:45:00,Latte
2021-01-01,18:45:00,Espresso
2021-01-01,18:49:00,Espresso
2021-01-01,18:50:00,Cappuccino
2021-01-01,18:51:00,Latte
2021-01-01,18:53:00,Espresso
2021-01-01,18:53:00,Latte
2021-01-01,18:56:00,Cappuccino
2021-01-01,18:56:00,Espresso
2021-01-01,18:58:00,Cappuccino
2021-01-01,18:59:00,Latte
2021-01-01,18:59:00,Cappuccino
2021-01-01,18:59:00,Latte
2021-01-01,18:59:00,Espresso
2021-01-01,19:00:00,Espresso
2021-01-01,19:00:00,Latte
2021-01-01,19:02:00,Espresso
2021-01-01,19:02:00,Espresso
2021-01-01,19:03:00,Espresso
2021-01-01,19:09:00,Latte
2021-01-01,19:10:00,Espresso
2021-01-01,19:11:00,Espresso
2021-01-01,19:12:00,Cappuccino
2021-01-01,19:12:00,Espresso
2021-01-01,19:13:00,Latte
2021-01-01,19:14:00,Cappuccino
2021-01-01,19:14:00,Espresso
2021-01-01,19:16:00,Cappuccino
2021-01-01,19:16:00,Latte
2021-01-01,19:19:00,Cappuccino
2021-01-01,19:22:00,Cappuccino
2021-01-01,19:22:00,Latte
2021-01-01,19:22:00,Latte
2021-01-01,19:23:00,Latte
2021-01-01,19:23:00,Cappuccino
2021-01-01,19:24:00,Cappuccino
2021-01-01,19:26:00,Latte
2021-01-01,19:26:00,Cappuccino
2021-01-01,19:27:00,Espresso
2021-01-01,19:27:00,Latte
2021-01-01,19:28:00,Cappuccino
2021-01-01,19:28:00,Cappuccino
2021-01-01,19:29:00,Espresso
2021-01-01,19:30:00,Latte
2021-01-01,19:32:00,Espresso
2021-01-01,19:32:00,Espresso
2021-01-01,19:33:00,Latte
2021-01-01,19:33:00,Cappuccino
2021-01-01,19:35:00,Cappuccino
2021-01-01,19:35:00,Latte
2021-01-01,19:35:00,Cappuccino
2021-01-01,19:35:00,Latte
2021-01-01,19:39:00,Latte
2021-01-01,19:39:00,Cappuccino
2021-01-01,19:40:00,Espresso
2021-01-01,19:41:00,Latte
2021-01-01,19:42:00,Cappuccino
2021-01-01,19:42:00,Espresso
2021-01-01,19:42:00,Latte
2021-01-01,19:47:00,Espresso
2021-01-01,19:47:00,Latte
2021-01-01,19:48:00,Espresso
2021-01-01,19:48:00,Espresso
2021-01-01,19:49:00,Espresso
2021-01-01,19:50:00,Cappuccino
2021-01-01,19:50:00,Espresso
2021-01-01,19:53:00,Espresso
2021-01-01,19:53:00,Espresso
2021-01-01,19:57:00,Cappuccino
2021-01-01,19:59:00,Espresso
2021-01-01,20:00:00,Latte
2021-01-01,20:00:00,Cappuccino
2021-01-01,20:00:00,Cappuccino
2021-01-01,20:01:00,Latte
2021-01-01,20:01:00,Latte
2021-01-01,20:02:00,Cappuccino
2021-01-01,20:02:00,Espresso
2021-01-01,20:04:00,Latte
2021-01-01,20:06:00,Latte
2021-01-01,20:07:00,Latte
2021-01-01,20:09:00,Cappuccino
2021-01-01,20:09:00,Espresso
2021-01-01,20:10:00,Cappuccino
2021-01-01,20:10:00,Cappuccino
2021-01-01,20:10:00,Espresso
2021-01-01,20:12:00,Cappuccino
2021-01-01,20:12:00,Cappuccino
2021-01-01,20:14:00,Cappuccino
2021-01-01,20:15:00,Espresso
2021-01-01,20:17:00,Latte
2021-01-01,20:19:00,Latte
2021-01-01,20:22:00,Latte
2021-01-01,20:22:00,Cappuccino
2021-01-01,20:22:00,Latte
2021-01-01,20:23:00,Espresso
2021-01-01,20:24:00,Cappuccino
2021-01-01,20:25:00,Espresso
2021-01-01,20:25:00,Cappuccino
2021-01-01,20:25:00,Cappuccino
2021-01-01,20:26:00,Cappuccino
2021-01-01,20:28:00,Espresso
2021-01-01,20:28:00,Cappuccino
2021-01-01,20:29:00,Cappuccino
2021-01-01,20:30:00,Cappuccino
2021-01-01,20:31:00,Latte
2021-01-01,20:31:00,Cappuccino
2021-01-01,20:32:00,Espresso
2021-01-01,20:32:00,Cappuccino
2021-01-01,20:35:00,Espresso
2021-01-01,20:36:00,Espresso
2021-01-01,20:37:00,Cappuccino
2021-01-01,20:38:00,Espresso
2021-01-01,20:38:00,Espresso
2021-01-01,20:39:00,Latte
2021-01-01,20:39:00,Cappuccino
2021-01-01,20:40:00,Latte
2021-01-01,20:41:00,Cappuccino
2021-01-01,20:42:00,Latte
2021-01-01,20:45:00,Cappuccino
2021-01-01,20:45:00,Latte
2021-01-01,20:45:00,Latte
2021-01-01,20:46:00,Latte
2021-01-01,20:48:00,Cappuccino
2021-01-01,20:49:00,Espresso
2021-01-01,20:49:00,Cappuccino
2021-01-01,20:50:00,Latte
2021-01-01,20:52:00,Espresso
2021-01-01,20:52:00,Cappuccino
2021-01-01,20:52:00,Latte
2021-01-01,20:53:00,Cappuccino
2021-01-01,20:54:00,Espresso
2021-01-01,20:55:00,Espresso
2021-01-01,20:57:00,Cappuccino
2021-01-01,20:57:00,Espresso
2021-01-01,20:58:00,Latte
2021-01-01,20:58:00,Espresso
2021-01-01,21:00:00,Latte
2021-01-01,21:04:00,Cappuccino
2021-01-01,21:05:00,Espresso
2021-01-01,21:05:00,Latte
2021-01-01,21:07:00,Espresso
2021-01-01,21:07:00,Latte
2021-01-01,21:07:00,Latte
2021-01-01,21:07:00,Cappuccino
2021-01-01,21:07:00,Latte
2021-01-01,21:08:00,Espresso
2021-01-01,21:10:00,Latte
2021-01-01,21:11:00,Cappuccino
2021-01-01,21:13:00,Latte
2021-01-01,21:13:00,Cappuccino
2021-01-01,21:15:00,Espresso
2021-01-01,21:15:00,Latte
